Id,SalePrice_true,SalePrice_oof
476,132500,139298.98326656435
477,208900,209024.04902089137
478,380000,352134.45883027976
479,297000,299935.64094803034
480,89471,119398.03192418707
481,326000,359679.8158893829
482,374000,359064.10705031187
483,155000,168650.57535923235
484,164000,158778.45906509037
485,132500,135030.54509291804
486,147000,153321.04341889027
487,156000,142368.24288151303
488,175000,182016.49903741744
489,160000,143606.47671141248
490,86000,116153.33848029525
491,115000,124979.47390413274
492,133000,150104.1164891992
493,172785,157488.412803472
494,155000,134313.16537304586
495,91300,98469.68749329702
496,34900,77694.51835801487
497,430000,308741.7242412555
498,184000,166666.49993996823
499,130000,134018.1572521297
500,120000,124859.09121030604
501,113000,110852.60273295324
502,226700,190143.80789776522
503,140000,144117.12374008325
504,289000,218246.7076528169
505,147000,137798.07878178885
506,124500,135448.40582887584
507,215000,223591.26359638534
508,208300,166167.399279781
509,161000,159389.5903434955
510,124500,133486.92209872502
511,164900,167608.8575601922
512,202665,195697.07966850555
513,129900,120429.5046826586
514,134000,141304.22130415076
515,96500,91899.74666562531
516,402861,410769.68218463333
517,158000,167201.58110950928
518,265000,253015.16488692534
519,211000,189317.74372027555
520,234000,213245.76008270358
521,106250,94111.88644582244
522,150000,150306.95379423682
523,159000,148594.54252528877
524,184750,668286.9107796425
525,315750,273150.9627614357
526,176000,172960.00386841092
527,132000,128264.1053598012
528,446261,491566.1013806196
529,86000,97737.22814111668
530,200624,211643.9348400291
531,175000,198293.1433278673
532,128000,134235.68488940332
533,107500,109785.3183769095
534,39300,60728.28912370815
535,178000,192812.43985054467
536,107500,136709.4288523347
537,188000,191324.0994139699
538,111250,124092.98977731273
539,158000,139239.09787292752
540,272000,264547.8103820184
541,315000,370204.86438319174
542,248000,255648.20707389308
543,213250,230372.9967951028
544,133000,134766.25412093982
545,179665,202181.53436216948
546,229000,232723.21650040464
547,210000,177044.24089699137
548,129500,137009.09833050892
549,125000,126209.07494094224
550,263000,215123.0069518882
551,140000,137626.02626932564
552,112500,113591.14048445853
553,255500,250119.14346045078
554,108000,125555.77364790953
555,284000,261161.69854470677
556,113000,108799.59130979811
557,141000,146242.6340481289
558,108000,117957.74652479845
559,175000,193215.98234950457
560,234000,198256.81405806495
561,121500,167385.07844051046
562,170000,164831.00879773032
563,108000,125374.16816511753
564,185000,186320.7142361108
565,268000,256553.490353613
566,128000,116490.30554005671
567,325000,299937.9310082493
568,214000,202408.14273901246
569,316600,296991.27145929803
570,135960,146026.1842174526
571,142600,153666.05729688445
572,120000,124082.77269294293
573,224500,202207.32257881475
574,170000,169607.099540906
575,139000,117825.66998206428
576,118500,108813.78097498923
577,145000,155342.8168440241
578,164500,154004.35599792935
579,146000,147934.35984029676
580,131500,130048.66352641686
581,181900,183948.20269192898
582,253293,314146.82230354904
583,118500,125695.03670960519
584,325000,188935.6391009542
585,133000,123682.79993959685
586,369900,361151.9736892355
587,130000,136937.6629567542
588,137000,131120.37860131016
589,143000,202001.7768137172
590,79500,102153.57868396392
591,185900,194855.8724167952
592,451950,423762.6767768973
593,138000,150319.62004889894
594,140000,147026.8038052825
595,110000,120557.01602704487
596,319000,324335.12020617654
597,114504,107771.71223146042
598,194201,209595.20994187566
599,217500,198956.66579812963
600,151000,157487.46085661213
601,275000,271364.96914265445
602,141000,133162.13839435967
603,220000,227612.11451518635
604,151000,142843.6671348325
605,221000,231602.7457474554
606,205000,203973.12895925532
607,152000,155894.50409467486
608,225000,183879.47813807728
609,359100,238415.4242000736
610,118500,117222.18072037422
611,313000,342386.02215199237
612,148000,147998.47195015053
613,261500,276093.03263685305
614,147000,129549.42398667024
615,75500,98751.5765981063
616,137500,144532.71089019027
617,183200,184194.74504478116
618,105500,122797.38810941098
619,314813,278422.4958318719
620,305000,341194.2720741692
621,67000,79936.06746310345
622,240000,227760.3283014887
623,135000,130929.90627794588
624,168500,160855.76469703251
625,165150,167523.3193493161
626,160000,135156.68863247067
627,139900,145615.7737020719
628,153000,171071.66283981036
629,135000,183272.8139268921
630,168500,151132.281564125
631,124000,127869.28862634987
632,209500,222357.71190652263
633,82500,168437.45915925145
634,139400,128138.40268360284
635,144000,141514.65320803536
636,200000,152837.5485408156
637,60000,64649.226940892826
638,93000,111467.37255455279
639,85000,101235.60270256762
640,264561,286091.9187941364
641,274000,292581.31194674945
642,226000,221009.04677928358
643,345000,343519.2081957293
644,152000,166585.43038362166
645,370878,306561.36650483916
646,143250,133077.4984199433
647,98300,101946.76516463705
648,155000,160196.03427793842
649,155000,161484.94256931136
650,84500,93363.81566940236
651,205950,178228.85412505062
652,108000,125738.45991284444
653,191000,191678.601729965
654,135000,133182.31067080033
655,350000,332722.40737515065
656,88000,93711.92433515658
657,145500,149506.16566490981
658,149000,155487.6121646952
659,97500,135765.43149224945
660,167000,163718.892461198
661,197900,211964.43099513612
662,402000,338285.04624111316
663,110000,150927.90236909356
664,137500,144462.08025927068
665,423000,338736.4750998144
666,230500,239866.23503551967
667,129000,175139.0024032486
668,193500,204240.5791315364
669,168000,166120.2876575923
670,137500,103751.10063196797
671,173500,170291.9819659661
672,103600,112285.69434256146
673,165000,168415.29546902014
674,257500,220620.679607952
675,140000,153184.27957052944
676,148500,150454.51443846425
677,87000,114101.96979478236
678,109500,107519.07331013583
679,372500,318714.0606308278
680,128500,128364.56172155037
681,143000,134306.83428122304
682,159434,111540.90132856646
683,173000,165632.8540121612
684,285000,288529.5688587965
685,221000,197919.89844755648
686,207500,222889.93391081897
687,227875,186563.51931465024
688,148800,140582.82792381037
689,392000,227855.26614321108
690,194700,179698.60586747204
691,141000,151642.27892682812
692,755000,365029.17992956
693,335000,299538.62780858995
694,108480,113076.25940928105
695,141500,117471.29522035536
696,176000,176413.58339500084
697,89000,91099.6481371913
698,123500,141916.86930466368
699,138500,134741.61762980738
700,196000,180128.01973680628
701,312500,340239.54082675726
702,140000,150683.8675349523
703,361919,329463.3403447703
704,140000,155925.60944853205
705,213000,213759.17618098526
706,55000,76824.97967266715
707,302000,255558.43156563866
708,254000,214680.2744445499
709,179540,181659.22858264123
710,109900,108390.26321140079
711,52000,90938.58281920457
712,102776,109170.65051804067
713,189000,202312.03937194715
714,129000,126278.01914133545
715,130500,172815.16517170944
716,165000,147515.46098444163
717,159500,191495.03676107476
718,157000,161099.11977149465
719,341000,298420.38211005554
720,128500,134370.52225701732
721,275000,257433.53763215322
722,143000,145215.35198289162
723,124500,120007.06749604328
724,135000,135886.17426045839
725,320000,341591.3328045257
726,120500,123766.3003606976
727,222000,217707.95999201498
728,194500,193044.06993376618
729,110000,150429.98758649794
730,103000,99254.2031043176
731,236500,243057.9922700215
732,187500,197975.92998434085
733,222500,251983.33605991228
734,131400,137446.1268854895
735,108000,111417.55342093072
736,163000,168838.5763007573
737,93500,81147.58783823202
738,239900,232497.63267237996
739,179000,133171.16815370866
740,190000,200619.67716066836
741,132000,123405.80254771007
742,142000,133083.302240319
743,179000,165588.21493278057
744,175000,161966.72507281357
745,180000,210378.61112867703
746,299800,324802.931160425
747,236000,236103.27827353872
748,265979,221670.30352689337
749,260400,241053.9342512592
750,98000,93868.2280176493
751,96500,91507.86311771239
752,162000,162780.87545224247
753,217000,196772.82417772905
754,275500,263247.47826153104
755,156000,152357.436741307
756,172500,141136.55311947604
757,212000,214370.68019186653
758,158900,134771.23945614442
759,179400,160741.02981055802
760,290000,296228.82203131245
761,127500,118383.76272913438
762,100000,120699.30296610297
763,215200,182778.38073659598
764,337000,310680.84014288185
765,270000,241898.8016723272
766,264132,264066.2555556149
767,196500,189594.79010143827
768,160000,180204.78868234617
769,216837,234155.9930041784
770,538000,362390.1100100042
771,134900,130024.63891659357
772,102000,121768.30763437986
773,107000,141793.69063435774
774,114500,117455.79604136806
775,395000,260009.37504972465
776,162000,165203.67074726045
777,221500,228768.34337674882
778,142500,135042.42879465193
779,144000,147826.81505958614
780,135000,145156.2011923635
781,176000,169877.07216972654
782,175900,170544.96007265232
783,187100,194942.2639944324
784,165500,167674.03888303423
785,128000,136171.03396955045
786,161500,150669.65797299973
787,139000,131341.56605585542
788,233000,226667.13760103734
789,107900,103825.73682642504
790,187500,200778.04266107106
791,160200,174820.6869572211
792,146800,154813.92089422996
793,269790,227622.0282256076
794,225000,211477.50436307426
795,194500,201195.53444823128
796,171000,158453.5715504326
797,143500,140543.60433573328
798,110000,104273.2209213334
799,485000,465900.4742951139
800,175000,164817.47692831224
801,200000,187925.9256510165
802,109900,131365.47449196147
803,189000,186860.56889131462
804,582933,403932.86060776643
805,118000,111732.54171701183
806,227680,209643.97168846382
807,135500,128074.10073769263
808,223500,200069.00603898533
809,159950,152344.96395188608
810,106000,135439.21205376275
811,181000,183951.28494083585
812,144500,152438.9150191458
813,55993,100779.42422236115
814,157900,145628.35963917332
815,116000,123659.67185859561
816,224900,202086.8799664876
817,137000,135919.14909184093
818,271000,297030.12181989563
819,155000,140115.1006429024
820,224000,224083.8656942574
821,183000,190577.58593919082
822,93000,82580.60421209472
823,225000,205605.41261010463
824,139500,145026.55198214523
825,232600,227764.29540494087
826,385000,419404.8322834376
827,109500,93096.58150519166
828,189000,198667.3801478312
829,185000,181423.76247997704
830,147400,142606.45066123252
831,166000,175751.18548914918
832,151000,140185.18385513112
833,237000,220129.23137580932
834,167000,154775.02103625296
835,139950,134715.48130600492
836,128000,136043.03725788277
837,153500,141701.1152776542
838,100000,102108.19171291539
839,144000,154438.85438050362
840,130500,131078.65801306342
841,140000,115116.49936460821
842,157500,147214.7838423245
843,174900,144517.513242821
844,141000,122871.503104243
845,153900,141033.5421394184
846,171000,183324.66125544888
847,213000,202465.09032533577
848,133500,134139.92238082195
849,240000,205341.19071263896
850,187000,168884.63551120332
851,131500,147105.87522831783
852,215000,204126.10419750528
853,164000,158922.16782767102
854,158000,168264.4421019686
855,170000,108389.3794049561
856,127000,138663.76751759287
857,147000,143696.7289741173
858,174000,152146.61193757883
859,152000,152673.4313052638
860,250000,220944.63061265633
861,189950,164051.66094446357
862,131500,128205.52716273541
863,152000,142202.12016714035
864,132500,133295.6004673576
865,250580,180815.089678668
866,148500,131451.26001611416
867,248900,263620.58668797545
868,129000,132937.08169820366
869,169000,159886.8731351074
870,236000,237351.3433121072
871,109500,101782.75442190854
872,200500,187431.61604376874
873,116000,127482.29568871635
874,133000,140497.74506254372
875,66500,96627.09315230614
876,303477,273868.9534537863
877,132250,134873.58588595668
878,350000,346783.1948728534
879,148000,152112.9899304272
880,136500,136734.21460914254
881,157000,155500.33657314244
882,187500,229593.3047576822
883,178000,166440.79916874508
884,118500,134319.60645811487
885,100000,119630.51132802782
886,328900,243549.49481212263
887,145000,156438.23125427603
888,135500,146238.9436636233
889,268000,279487.01537931635
890,149500,168335.16790755664
891,122900,121515.26149378301
892,172500,166800.41783941316
893,154500,143063.1486156575
894,165000,151727.88786936842
895,118858,127479.51621848361
896,140000,171794.51563054332
897,106500,91044.14497625286
898,142953,138934.17772385772
899,611657,477329.5975587329
900,135000,134422.76030195705
901,110000,114701.73950792119
902,153000,139540.25201953048
903,180000,184399.04977317265
904,240000,241189.28570447443
905,125500,120426.83943441209
906,128000,121285.64889950307
907,255000,264158.50137081655
908,250000,207263.50809682938
909,131000,124210.99523284654
910,174000,172490.082195386
911,154300,155819.6475982818
912,143500,149423.13257689215
913,88000,100834.44323444967
914,145000,152648.8829958947
915,173733,153153.67233971358
916,75000,96062.89143788838
917,35311,81101.75757707686
918,135000,146646.414104568
919,238000,267115.67894578865
920,176500,184525.49202874597
921,201000,184123.14774928402
922,145900,175921.83052404094
923,169990,173675.08079390053
924,193000,192411.20156771643
925,207500,193935.17767943535
926,175000,155281.45049476635
927,285000,291561.5963638852
928,176000,186275.2972457971
929,236500,263116.925489094
930,222000,232456.0249224845
931,201000,215085.9096884375
932,117500,120353.14052399207
933,320000,299165.3678243326
934,190000,194889.2006364118
935,242000,228663.2193903336
936,79900,100392.5680515726
937,184900,187615.90312913788
938,253000,241295.75688595205
939,239799,246114.30125215682
940,244400,195063.49718668257
941,150900,168139.79525541118
942,214000,219824.16332274346
943,150000,129967.0541354542
944,143000,135166.7902563741
945,137500,161040.81979205197
946,124900,157623.5571187739
947,143000,150631.62265646577
948,270000,297701.21179738425
949,192500,203486.20818280365
950,197500,176539.22714147044
951,129000,142873.4226927685
952,119900,116328.70657060517
953,133900,141121.52979186014
954,172000,167935.22093963268
955,127500,122635.69618016756
956,145000,155626.36079944906
957,124000,127847.74694114576
958,132000,130432.22572123192
959,185000,195668.87358402592
960,155000,162035.1716645178
961,116500,119576.56276884764
962,272000,245717.9472176854
963,155000,167848.46252876555
964,239000,268722.31956512167
965,214900,226807.57731558892
966,178900,173015.33496720824
967,160000,129894.02729310669
968,135000,129009.92587016436
969,37900,67828.815706772
970,140000,119953.03338501303
971,135000,75656.81112115148
972,173000,189221.45484806458
973,99500,124611.7134769618
974,182000,182839.08194943695
975,167500,182949.4115001812
976,165000,161277.94434401495
977,85500,96100.05359180347
978,199900,187583.5176573653
979,110000,121957.30209632964
980,139000,137668.71459104464
981,178400,177927.72954101177
982,336000,326850.25441033294
983,159895,175590.37350100992
984,255900,253899.82342284112
985,126000,129070.23042259338
986,125000,126075.47446177258
987,117000,126365.16421536793
988,395192,418501.67641696817
989,195000,188438.6802636344
990,197000,172008.36340220078
991,348000,290818.21847733797
992,168000,192805.28375004392
993,187000,195078.04220123083
994,173900,168939.45134376065
995,337500,347023.1279630939
996,121600,111741.96491010099
997,136500,129335.57411192878
998,185000,142176.9668219792
999,91000,96776.72963710176
1000,206000,192450.16840795515
1001,82000,86498.11739357449
1002,86000,96560.12113261869
1003,232000,248506.8263329033
1004,136905,139229.26274954667
1005,181000,194332.4002209556
1006,149900,144168.63459289153
1007,163500,172442.30523084107
1008,88000,104207.7972157979
1009,240000,238292.92393321992
1010,102000,114887.95487078404
1011,135000,129395.77823875025
1012,100000,113785.91459250214
1013,165000,145290.77356626166
1014,85000,95297.5545503101
1015,119200,133811.97015848997
1016,227000,216195.36828185117
1017,203000,233894.28008314772
1018,187500,190220.92756411183
1019,160000,179236.8526402661
1020,213490,196481.4249588799
1021,176000,160370.2532258151
1022,194000,200872.73443693097
1023,87000,107254.69962989273
1024,191000,194908.4279071952
1025,287000,305890.6890802092
1026,112500,122873.35254712557
1027,167500,149437.22854026893
1028,293077,296729.78450948064
1029,105000,131621.95192855323
1030,118000,118800.74616086371
1031,160000,122324.72651843101
1032,197000,226871.9896093444
1033,310000,295412.27217855
1034,230000,227066.08265744106
1035,119750,112284.63182721232
1036,84000,93765.07221528237
1037,315500,316570.12898020394
1038,287000,258690.13360701705
1039,97000,108957.08818146729
1040,80000,95478.9098333302
1041,155000,151282.04074208165
1042,173000,167863.02174019595
1043,196000,182541.7276548285
1044,262280,253246.20813172482
1045,278000,289161.9017214149
1046,139600,145232.0559577063
1047,556581,357905.79206826084
1048,145000,150548.80082970226
1049,115000,136036.58041903592
1050,84900,113828.79711793526
1051,176485,181006.29360916335
1052,200141,189761.45624773882
1053,165000,181531.15914482248
1054,144500,157269.8295641038
1055,255000,274583.0334679035
1056,180000,169981.5929134864
1057,185850,208416.23615797496
1058,248000,235259.66377297445
1059,335000,365485.0535936279
1060,220000,167084.81140831966
1061,213500,196996.86280179865
1062,81000,118867.1317768113
1063,90000,133637.18124218218
1064,110500,137273.09646154774
1065,154000,145519.06497759648
1066,328000,278935.11647737195
1067,178000,178652.41558574385
1068,167900,157233.8897372016
1069,151400,179220.70031245417
1070,135000,132410.54156105872
