oof_mean,oof_std,y
112001.30033708422,1823.8556033472535,127000
127278.56668960761,2962.043791118198,136500
111880.59485694188,2843.2392689420717,110000
202479.3489677757,4908.8601683306215,193500
165170.66147268514,3242.248706165015,153500
236175.34667569917,4451.024483087015,245000
123805.6475499059,1737.1134380292344,126500
163179.33236680334,1215.202273169943,168500
274506.4657738536,6818.835594968944,260000
175657.39782378034,2516.0434147258884,174000
161464.81104819244,5074.01221526361,164500
63830.19416803482,2985.155935347996,85000
126998.94738401442,3036.789514586631,123600
97197.71692018976,1675.7264612853721,109900
116938.71766230113,2510.3156209164786,98600
144566.65303814085,1619.3849236882531,163500
167664.89003125476,6969.530987867276,133900
197830.1031125095,3020.736314203573,204750
180187.48178228343,3334.724293037331,185000
217009.79854992186,2262.468156510665,214000
126603.1559330676,2325.9878758538607,94750
77620.31240636938,1848.5172070322396,83000
113106.66245255395,2400.978816269669,128950
219606.88910610808,3260.0929915373044,205000
174198.3474816755,1438.3852284353904,178000
117210.74915066439,1859.9609081466024,118964
191963.6668323012,1365.5685597454496,198900
152671.10539452167,5742.326442534171,169500
249558.6073699444,2460.0726932245348,250000
93451.51078504113,1390.6289892703378,100000
90870.55581669627,1496.5266309555598,115000
115805.37968428007,2588.01985296069,115000
202360.14614998284,3902.0599167744595,190000
138000.58229952323,2514.2022204955947,136900
168705.55162372388,1631.6333320199876,180000
330502.5675922894,7589.179094270443,383970
206126.9607131461,5367.276605147511,217000
223577.60034746485,3948.220269629645,259500
157082.0148041801,3506.269352936526,176000
127103.60143638085,2282.979787730464,139000
143702.05059392416,2260.280889176928,155000
310648.04344310233,9280.299362438884,320000
167454.93319986964,1887.5282604792899,163990
166936.8744553654,2767.7749439957715,180000
95681.82898946878,2805.1604515478202,100000
135233.40053064082,2259.3382153743637,136000
160305.58130099977,2505.982297693861,153900
165613.04960180537,2522.833410549128,181000
83239.24745604736,1743.7618920868792,84500
139406.03797544696,3210.4295041290493,128000
89396.5922258531,3964.7363197970367,87000
138709.04035590502,1765.2280134821253,155000
144925.51657561897,2481.764981474867,150000
216446.43767201368,3882.8606802677045,226000
212531.69954395713,2613.5514014665832,244000
147056.65054165752,1468.5234771630348,150750
208201.36380208418,2883.2294270311704,220000
176379.6728579923,2246.8218821749933,180000
177567.1015163647,2417.7455785509865,174000
144469.97267083736,2182.023016040574,143000
196226.39947758202,5367.208994900739,171000
245945.53417727366,2652.849358678916,230000
205709.26513283604,1993.8522592603506,231500
101647.15559119736,2398.7596028509174,115000
237556.1579553679,5040.114886619168,260000
114035.59768213858,2304.1391997251076,166000
217670.3897943919,2305.0489130795177,204000
132791.11101256046,3862.0526897599657,125000
130377.94681832485,2076.275318580388,130000
103588.6208787174,1359.877229751315,105000
211528.1582994104,2570.6766669634717,222500
142550.50861699274,2164.194628108588,141000
105068.75156936584,2645.019181475169,115000
139853.63221533239,2145.6956703640226,122000
327580.58850953233,5076.289702231687,372402
184500.02022443435,2005.454279337859,190000
199385.78782271402,3552.255462501344,235000
112658.6487023068,4056.51897918049,125000
79474.67101367623,2469.2176466835467,79000
110683.39384265305,1744.8257932330316,109500
282298.3511373014,6506.672980501482,269500
232062.25079680939,1978.0484114726262,254900
300962.5697396518,15239.306619108138,320000
155740.08783655879,2647.9514298051445,162500
417548.5647949041,4748.351479527925,412500
237420.96085214493,4478.132335656193,220000
90375.78417527302,1824.7344372195232,103200
148000.81466340498,2055.1795632919684,152000
122244.71869668334,1560.9673950410995,127500
191012.50482773542,6685.78617181512,190000
364003.2290872843,6354.474661164057,325624
194823.43775247785,1837.0333954384555,183500
241112.93172705523,4605.9310534096185,228000
115325.91264013534,1920.7548050611426,128500
171016.33135546572,2318.9825317794016,215000
221237.36631221138,5296.4462689873035,239000
153608.80681867083,2260.581362343783,163000
195947.41306936476,4512.951097037926,184000
207848.10778465075,3226.629379899814,243000
220322.0699784455,3464.723985704144,211000
177892.52208953982,3181.3507001859125,172500
445680.7611463927,10147.0020216833,501837
110804.47363889948,2936.1659469824413,100000
169516.51979325718,2835.55876784482,177000
179349.50704114258,3455.858271399973,200100
117479.91332457439,1915.1825210228699,120000
184481.50875609284,4718.889832052846,200000
124692.77009501074,3958.140374272799,127000
291994.2975310482,11157.628006462694,475000
179550.0790679524,2155.2843538279117,173000
123596.61151705294,2623.184208121305,135000
144504.70043563982,3692.6208176149607,153337
275994.00397507095,6075.538481777863,286000
283978.88863453764,8435.30799231435,315000
181075.3877273413,2203.7735460510944,184000
202172.59660589276,1966.6602393701671,192000
142542.57349331694,3288.7986286926994,130000
125243.13415167233,2674.2737006499187,127000
147492.90719792442,2138.173811298565,148500
315071.54344791715,5310.188494287806,311872
252757.56096600165,3846.636859869788,235000
120166.06397080656,3499.355320937688,104000
307768.03018438217,4751.31876329189,274900
132965.07516545625,1891.8094755658376,140000
154638.2145443819,3023.98930812939,171500
113746.08872953065,2189.932884603986,112000
146257.13765651998,1611.8409425020675,149000
114556.89825935011,2619.809219058111,110000
176526.52166480088,2927.695967359488,180500
142702.04394707843,2495.398856899429,143900
133425.8135788739,1719.3348941604845,141000
246917.78296652826,5030.332195301489,277000
145608.76052311825,2894.924992387153,145000
93104.86368616915,2560.0323787098255,98000
163008.5684244059,2315.1089467385314,186000
249083.85254911278,4451.299506063595,252678
152704.66393854466,2804.8486995973967,156000
158306.95841181665,1185.9199381490505,161750
140248.3799199482,1978.7764823691389,134450
201196.17564701222,3707.9007675794956,210000
93489.7702733118,1551.0161478388268,107000
234752.80671357588,4661.921506949811,311500
175926.15198278087,4586.156813284221,167240
212260.45243431424,4001.3644713038225,204900
212976.96360943347,2211.271868997971,200000
170549.3753384381,4116.098350751349,179900
113261.53562194316,2110.311551450891,97000
392666.6739079451,8966.838852087225,386250
99777.7435519607,1798.5640441308897,112000
268010.6902449013,4227.033541042023,290000
94893.74554348574,1115.395556583361,106000
117056.02476640724,1518.0014134933342,125000
194340.8080796902,2282.619860093327,192500
133888.93289805326,1548.1794284377208,148000
365696.7936120667,9235.765278816882,403000
93282.48976201356,2040.3526484867944,94500
131819.08247205435,1383.9184788937673,128200
215882.91774821398,3663.74910590101,216500
85377.52698779746,1616.9540110360228,89500
190129.2355751493,2345.8260109575963,185500
210587.94052977627,3453.2069165572148,194500
243537.0723058616,5311.147721302604,318000
121910.7093606875,2412.292163432385,113000
267860.3896976508,3248.4690211978136,262500
97405.529462152,1403.244540470156,110500
94449.80547764308,3373.362904750291,79000
137780.73627843152,1915.3800893622515,120000
233312.1201536027,6336.680225776658,205000
226857.5204162146,5426.140521575393,241500
130563.81202852017,3083.928593647626,137000
144353.40356909236,2789.164026048786,140000
188922.56989269122,2282.3023402390872,180000
274726.1924113562,8260.61135563047,277000
84299.17186370729,2571.3416474523874,76500
275036.0643702288,3744.659035244386,235000
173880.99368190908,2429.961153309494,173000
163107.52377265197,3329.965504484898,158000
145305.65478990122,2185.5629074233984,145000
220949.5864728068,2964.3931078819514,230000
200709.83217254328,3106.0946083130884,207500
226888.6535282467,4486.562082964743,220000
221404.24706236372,3012.3354855066823,231500
95487.76773229077,810.3771996340978,97000
169870.69832941215,4225.757331175871,176000
338818.3990502157,5212.155148445043,276000
153115.70111236387,2942.8679341021475,151000
122636.02156987239,1942.954976906406,130000
85365.49938268364,3169.668702435583,73000
183526.6352878665,2372.8651354049985,175500
185199.40702810575,1807.1975974662325,185000
178158.29720193383,2969.1439353690475,179500
107198.64450163837,1940.513875691237,120500
154914.21160530695,2162.4733317832042,148000
259935.94068330457,3461.594712012559,266000
217123.8510548374,4455.741591764359,241500
304974.0802963366,6049.043244214636,290000
164521.10228357915,2728.670812862378,139000
129291.06770217592,2234.1507206813685,124500
175492.52648431863,5067.435361560629,205000
204754.16239777327,3857.936613964324,201000
108124.19697451625,2065.7044564239573,141000
388982.78244502365,12767.634070637496,415298
210879.8913227888,5566.15946220342,192000
217867.22841624147,2818.0902573699436,228500
188735.18420501635,2552.545423816165,185000
212508.56649283812,3184.274098889351,207500
243508.56237493834,5437.837923227681,244600
190562.15582508044,3997.7617279283218,179200
166646.19202192946,3730.637822759856,164700
181686.09279733477,2855.343957561885,159000
96567.9130709184,2177.4874288350507,88000
113320.41457442628,954.9658951066276,122000
137345.3586001822,2356.295346527723,153575
255488.3511118902,5627.152898563985,233230
124405.2684609911,5140.680452493208,135900
140499.90793091818,1571.4167653100303,131000
246322.4675772122,7172.610706992902,235000
171232.63629289175,3230.0250656167386,167000
141912.901579984,2625.149506903745,142500
134692.0596627297,2255.879214099831,152000
260083.29756902438,8591.707631572084,239000
174358.03188659702,2411.3288199252056,175000
151705.7854526184,3336.9767792538196,158500
153860.86317441805,2573.1795221744665,157000
272431.1668115614,3488.006099723248,267000
232846.86267578878,1379.7542900249766,205000
134242.39970001997,1247.8296159030222,149900
269367.6971732797,5411.642403074778,295000
284908.62884734065,6094.004398195502,305900
231377.9087511377,5141.927589073054,225000
88130.75206990658,3819.7150067646276,89500
114829.64903429025,1484.9503040976842,82500
375733.13256818923,5218.086631441779,360000
170457.24125646197,1120.604482770547,165600
134796.27725217896,1874.1616296879774,132000
122332.68844146554,1915.5601344583863,119900
257415.29475142746,6330.184677733475,375000
169556.27008598862,4363.777994714637,178000
186776.33658569507,2729.8974346088708,188500
266618.4327135162,2546.8955089922542,260000
261488.19856388305,3371.363040440888,270000
325698.8283386482,4533.21014844039,260000
198038.39696892744,4437.2219792533415,187500
332850.72436332155,10970.144861410674,342643
344826.54570394714,4417.382939026793,354000
273321.2437062181,4822.350151485885,301000
115003.79293846418,3458.692817456576,126175
259370.2027842314,8708.423890106884,242000
77448.6811297128,3270.3370373994867,87000
289438.25563296495,8684.213925419019,324000
146388.94555538162,2291.3308991094923,145250
161224.5113711474,2953.631762774907,214500
83688.2386401707,2581.5865144077643,78000
143647.4030045281,1694.7589179251247,119000
137582.5968892342,1329.8865162693678,139000
323349.8348674818,7296.9860311897155,284000
205887.52604188505,3545.1065868182527,207000
193893.64330056324,1727.8274971808883,192000
228963.00116926114,3846.3417126058744,228950
365542.7025654675,7689.585639882635,377426
215790.02977016545,2953.08301984254,214000
205053.3016441924,4604.073133551728,202500
146200.94871350206,1658.435096112936,155000
217121.89322953482,2159.539228552857,202900
79669.99125829327,3051.8352888566164,82000
90744.44631788511,1200.246946758521,87500
270868.65498430916,3452.901096689019,266000
89497.59315902645,3016.162633753506,85000
138634.93672198386,4134.943306355734,140200
141646.49953707593,2551.6780476208573,151500
173756.4422603787,1407.6681333406925,157500
189966.65701783283,2474.020712603871,154000
453059.3213627261,14290.185657249798,437154
283275.8231688396,4438.769831618402,318061
213361.42591682723,2287.6250750237673,190000
93933.8102207427,2872.8623718146778,95000
103552.56351374618,1276.7569047487552,105900
155254.76445806323,4243.044513375657,140000
175626.86287143777,2174.6909010115155,177500
168270.75665442334,1586.1806302328923,173000
140273.97651431878,2190.76927716996,134000
121081.55071553173,4888.529686640413,130000
277301.7016729203,5155.417991130664,280000
152111.00129910538,1830.8531205820607,156000
130700.23941057261,1185.0436574050539,145000
175208.88262738526,5093.026645677878,198500
109477.49981250516,2028.9439283512959,118000
184077.86714880174,1868.3726715904322,190000
115347.39326571907,3089.7913363891353,147000
165978.34828220628,3411.5567489478185,159000
151549.1999074775,2470.406909640363,165000
144117.77882447856,1897.9150871287081,132000
165721.7217584282,915.932524091251,162000
173960.7963920474,1392.8697014351865,172400
120951.0411329961,4447.6738864948065,134432
118240.9498543801,2643.3359704923637,125000
126851.97393569732,2084.4746756946447,123000
202130.74551207857,1235.8324541879974,219500
65599.27527288292,2535.4637782786335,61000
140889.18986842385,1913.1035085644485,148000
293479.3493803498,4609.882355916691,340000
344290.45486007945,10781.639428873908,394432
181719.46902169977,2580.5095162554912,179000
151174.16016949783,3765.788309321852,127000
208926.76897577645,4215.8627486195,187750
199174.88276513302,2440.863130808565,213500
73895.78932978863,1642.800345714354,76000
260865.92689786525,5227.097464068827,240000
187061.02887120066,1710.3720580947297,192000
77876.32369331186,3390.7607085421023,81000
131617.2430230668,2627.9196105171973,125000
194221.46380279146,892.1475207396529,191000
422458.9606270096,8532.651545164315,426000
127202.92489264837,2693.33207448583,119000
212815.44639305637,3320.879824081644,215000
110463.96560642614,1918.5923362683309,106500
83334.31013896286,1594.1865175918988,100000
109578.78858056162,1597.6013654330573,109000
136720.9491876283,2638.7705161720482,129000
129794.40207955586,1456.273084675412,123000
153188.6708910651,1872.0467855180286,169500
83418.21693451075,2787.277717035496,67000
210497.7406994518,1643.899177398216,241000
223476.7633893721,3954.399337933806,245500
190212.99930801036,2144.1364021046343,164990
107917.14316130038,1750.8174633500644,108000
248117.732855533,2672.7610290909715,258000
172090.28052468496,1363.5128227927914,168000
148401.61836114601,2794.5116583519375,150000
123967.17580960403,4044.823162094408,115000
163935.72132096527,2042.2002925342326,177000
278816.01867491374,5437.14820570205,280000
309898.7134217411,4839.156829969507,339750
109059.73244649287,2321.4981160769817,60000
143909.87513974454,3381.1156121312856,145000
246320.29063156145,4957.813388389395,222000
107246.83463366503,3895.4302968606985,115000
236377.76681108488,4700.936686566793,228000
189496.4367561454,3948.6054786320306,181134
154957.06716427766,1772.08545054435,149500
217379.51434653415,4256.130911218253,239000
103270.6082200439,1589.3726699150777,126000
134898.68948269758,1259.4967885870717,142000
174491.1678589259,4142.160076277812,206300
222645.2421125124,5498.531493401154,215000
124900.85225583207,2887.7129006051337,113000
328351.34021830943,5391.122891456746,315000
144116.80704353706,1743.2835488045346,139000
141740.0036357319,2440.3594978441824,135000
239762.34759216337,3803.651971698438,275000
115939.73270169571,880.6414803748379,109008
196074.42690751614,3619.1814655075627,195400
187690.4780063477,2659.994272873763,175000
93321.7045995342,1628.771399278093,85400
107506.89986216968,2072.7699169866705,79900
121235.73310576867,2191.475279330106,122500
176390.43232199908,1115.0101698222954,181000
82211.8134778676,1091.980139417308,81000
208405.1537766897,3617.4995981098946,212000
106367.72741024071,2368.8524304570324,116000
115726.77346409547,1276.6882791338335,119000
104043.4769149141,3058.6870305912607,90350
136227.3707651712,3703.21186752174,110000
444148.8223924242,9627.77250367119,555000
115005.0828297521,2790.1565813762995,118000
147650.80484518502,2094.6189832000296,162900
193878.24217369096,4062.0571567434345,172500
217867.00786205794,4123.097734919338,210000
153812.06323973948,1856.5632048587947,127500
208702.0015458387,3694.314300016084,190000
205384.57563835644,2316.170328193115,199900
127653.45494490815,1234.9367199776557,119500
111910.92492273521,2183.1560394902044,120000
107388.20991707045,1448.050783025662,110000
225705.7330759697,4269.3956955639205,280000
195724.78037419886,2711.7643093142337,204000
208251.64839222576,3030.0547583181105,210000
150530.698107019,2482.4533045872063,188000
167351.24463332506,3474.6001271329064,175500
82539.57501353408,2995.2411817441453,98000
216407.57833308965,2306.5900626911007,256000
157448.59243595335,3625.6043655902054,161000
111623.56698307328,3416.802935321826,110000
238874.26755463137,7088.140424686975,263435
154175.62299414273,3432.317882352052,155000
118363.9540370875,1692.7161721696878,62383
188587.69476389678,3547.677704716631,188700
120196.0011259549,2468.178497852682,124000
172685.47760103198,2194.579090032924,178740
164913.31779046534,2942.5966037963904,167000
160039.07678513599,2090.200212805783,146500
243617.46999516324,4456.515470920081,250000
180556.23647498066,1669.556991258612,187000
224162.86223050038,4000.5474515428546,212000
200779.60316261504,5016.186855760535,190000
136949.4999442367,1780.6104218166092,148000
362159.4883816088,6893.977238066079,440000
248333.0069847336,4610.80264234739,251000
138893.1462064157,1412.3108100425595,132500
206989.597959128,4325.819037867458,208900
382011.5175803936,9312.370374269278,380000
303345.0999186688,7035.406794453195,297000
117355.86601866827,2331.331360543309,89471
351046.80705309624,8183.466121757542,326000
358069.6391959715,6142.344092799465,374000
175336.9387213369,3922.7451284566782,155000
149290.43626791492,2381.3188653680645,164000
136686.01543272918,1002.9626751672928,132500
151020.37610274187,878.3441611892528,147000
148423.0339387516,1633.770144014589,156000
179423.45600548983,2755.6968799045344,175000
131201.27549234653,2981.6039307412807,160000
101868.46000259665,1806.8392205089312,86000
110172.88653803903,2637.9078816535575,115000
148259.6497229023,2787.2131194311023,133000
164767.94916998572,2186.2628203679924,172785
141714.09154439223,1178.6685171717254,155000
96437.02361175073,1514.9273111810458,91300
68295.44195892141,2035.5241345686213,34900
363518.185877073,13421.03344677978,430000
160454.350415871,2133.9547403059423,184000
134268.3596726491,1198.2242083077817,130000
128131.60879379504,1330.201240877757,120000
109637.22907509931,780.7592306281922,113000
213999.47328099512,3937.211865894929,226700
134196.24548952517,3043.8346839258024,140000
243654.05276596147,6037.394528305514,289000
138969.91596682175,2338.9838407712023,147000
124577.95034422197,3537.6248892949416,124500
214146.53686550906,2515.813329721472,215000
191245.50316491304,3348.9312467980067,208300
157736.09130734,1772.0726086977113,161000
141181.82304693293,1296.0374975302443,124500
159842.33629728053,2442.5639814282604,164900
194594.8205040887,2712.840146747253,202665
116946.84366523715,2846.6980529705847,129900
136970.6489843653,1811.8392484146068,134000
98714.79320625735,1070.5673362997584,96500
409750.20130802586,10345.859652449533,402861
168154.9294869252,3424.951181532169,158000
270613.41074139194,2821.5189730564425,265000
194300.4056649943,1009.9997063695148,211000
257625.40646375812,4382.94542822926,234000
92710.35495702217,3219.3030050078564,106250
150011.5097106118,2143.4587823722823,150000
150127.79267919663,3943.7922995975127,159000
419869.60600393324,26389.981586762395,184750
299682.87357680534,2830.552276453728,315750
180888.515776714,2321.16972670904,176000
135311.31133840463,2245.613186234102,132000
475324.1445579484,15100.726617260383,446261
89252.08028765974,2093.618272235309,86000
210192.57493104105,8516.748471348013,200624
191958.04450678197,4586.736867263553,175000
131771.23479182195,3302.3366467394007,128000
105302.49638496085,3588.06044528735,107500
56893.33978262382,1071.3346513260021,39300
183574.64325697016,2149.6617345936356,178000
138186.56182737165,2535.4879184910337,107500
193899.35235614542,3350.6117251749884,188000
123125.37650530855,1646.5751936561398,111250
138293.84972254426,1571.8925395693218,158000
256866.4084845017,4562.5597397080965,272000
368737.7809601016,4539.030362157049,315000
256348.77668484044,2962.905194697731,248000
218219.85294875913,5017.532317138341,213250
137062.5483764155,1616.8519841919797,133000
206160.85594402216,4914.3564226353565,179665
237936.0206983643,5175.227756184308,229000
169340.79903280063,2803.359943844155,210000
125348.37849389327,1931.566265799316,129500
126581.46094876392,3378.6109680139025,125000
226733.6987229037,2439.521864822476,263000
134449.30029156545,1597.7723398707394,140000
113418.48341285731,1421.874801856167,112500
266818.9436686041,5484.038454277838,255500
117190.69319208784,3338.57099143925,108000
261883.32904092732,4117.7903281725885,284000
112394.29029537903,882.6086714990339,113000
146536.75256692665,2018.1633077542972,141000
113269.57102618432,2250.2847728354,108000
194905.82818472266,3434.666662302093,175000
197789.99947124123,3513.9177188594185,234000
164350.75261547373,3905.257704087478,121500
163476.05846006013,2808.252960260883,170000
123010.58733539715,2240.2665211481685,108000
172092.4846964436,2528.7645213615497,185000
269909.75488910003,4178.174125837755,268000
118854.63937747665,2041.3235509912113,128000
313818.23175324505,7037.844316154455,325000
201059.12049990156,3218.0577727861964,214000
294539.74580816465,5024.946720550263,316600
141295.7783931978,1941.5544360014958,135960
138134.81110972972,2261.3854234630535,142600
121391.56589944307,2585.6549616350276,120000
230494.72693988195,7629.748130274563,224500
170716.36782535425,887.6867660414877,170000
116883.26698127684,3972.120402131522,139000
113766.52427550287,2154.383161635392,118500
151247.06066862185,869.547903059936,145000
152947.3360648419,1947.1190963548142,164500
158290.57082890795,2796.530400297519,146000
129866.81242138243,2635.0190340221034,131500
179027.90551078488,2740.330253589578,181900
381090.1473255817,5294.735424754458,253293
120674.86083443809,1506.08378120863,118500
282272.77925490483,9755.877339461189,325000
140341.85787981373,3791.756324444614,133000
377651.59969202505,7906.646674960052,369900
120032.77894427856,1538.5239529952742,130000
131448.49972275086,1963.5032825207834,137000
227928.8176823557,2956.654687453715,143000
97234.07914302137,1854.6099159263476,79500
193531.44044563777,2052.076345071031,185900
445257.0255400821,11329.481260261542,451950
142519.63128486185,1762.6940175725297,138000
141674.74640194158,1465.5188015088283,140000
122828.79424608323,1001.9764405198847,110000
323439.5943716736,8044.510963152164,319000
106649.48437617303,1891.3908344819235,114504
194003.74533962653,3196.2443929968526,194201
208765.65803516764,3308.1734750124497,217500
147198.80367443388,1644.2507721306613,151000
263988.90117817937,4431.946321179774,275000
134734.39018449193,2718.302094721333,141000
218049.88433180362,5165.726893289044,220000
153639.67449924696,1255.8893662480002,151000
233582.97535593502,2730.248675350851,221000
197750.23780109375,4742.987224895649,205000
158976.99149909936,2224.2794559652975,152000
176750.51049669177,2672.1799957580533,225000
271249.313994475,8980.528044572158,359100
117450.14440943584,3638.6863739646105,118500
323715.64524213196,6441.41973721021,313000
157140.98534870375,1279.2127621363306,148000
266046.0766222124,5191.845580616628,261500
114765.24810667626,3094.9235242653067,147000
82904.95478015719,1120.7594306505257,75500
144855.3917702087,1756.2532610891346,137500
183942.5701830612,2383.313183564934,183200
118391.65234998926,2568.167058717771,105500
293930.91151131096,12846.637871332732,314813
335425.80351655773,7355.0209319988835,305000
64063.99355852719,3040.1166054758432,67000
246818.68947635972,2761.5882227540037,240000
127429.48870386156,1176.4736095185192,135000
177180.4045460697,1509.7520140098177,168500
164715.96320078665,1165.7579713851349,165150
141561.86613145875,2333.879211181553,160000
136685.73314674283,2095.4544602670035,139900
163879.4411744404,2454.8977013135227,153000
173436.06635811034,3815.8519301463766,135000
155806.18026779956,2017.8850434071708,168500
110394.96921697781,1200.0790191095955,124000
224839.73450257018,3549.9323318810575,209500
172197.5764622319,4353.946054048257,82500
140013.3072039692,1026.9949698575,139400
140827.15162973036,1633.569377677056,144000
161246.71599150138,5532.995944245322,200000
54063.74459167089,3464.717842051317,60000
109468.24220278348,2503.761413134666,93000
90380.89221309948,2291.1007416142897,85000
253661.2204958525,6006.168751685613,264561
286829.3166886653,5251.9863869949895,274000
242878.96130775058,3193.0897417921824,226000
331178.1632240471,9672.442503701017,345000
155688.20994625482,2599.917774448159,152000
354041.64789858955,7178.952965724148,370878
130707.43937543088,1220.4902610296926,143250
101970.15710066962,1476.4096235779828,98300
140736.17740432362,920.7087617804624,155000
155112.08028761897,1339.3727210098518,155000
77169.28257981218,1221.0374564987096,84500
199661.5108089961,3585.8889561385845,205950
111532.59297375401,3566.1475039077704,108000
193519.45370963545,3355.7400073406384,191000
133465.63586852784,2882.562819670106,135000
366804.5800725214,5066.678923369706,350000
89449.15886644181,2094.8403448980303,88000
153825.0118147168,2038.8151347678347,145500
175397.2540763276,2832.6516661392848,149000
124155.56530386534,2511.2249338167558,97500
159458.27764879286,2419.828507232014,167000
201364.85143679866,1855.2844592269978,197900
372994.8825404713,8293.747998685718,402000
136902.4811449389,3806.734070727531,110000
139876.01006809864,2316.0497888899995,137500
388373.4124446535,8665.477901595761,423000
242063.37193307956,2051.5218089541618,230500
174847.29781516452,5653.79989970819,129000
201835.23052766145,3936.7392273313417,193500
165517.60103799324,3384.52196474216,168000
120124.72807217266,3520.422191737959,137500
170710.80290136134,2632.9829686330177,173500
108055.55510712221,3016.0751726429207,103600
171430.91173705747,4173.524949416569,165000
233117.49273655898,5921.12069440109,257500
151076.15633339182,893.744415094737,140000
146322.5729275543,1868.7723881551428,148500
106908.25180292719,1676.6237829406186,87000
108413.60771664463,2980.290914481165,109500
353470.34451687505,6459.37712644709,372500
125716.95752993782,1552.0245634626501,128500
131917.0653111466,1730.8877774011771,143000
114438.26928591236,1049.2212516338086,159434
166276.8811193505,2879.6763004403697,173000
269492.66570114,6416.252562162793,285000
215772.3450523255,3354.051244510112,221000
209362.1175047673,5749.462285853517,207500
230348.4501707615,5954.49588698143,227875
152199.6871597602,1673.6899501827565,148800
231023.44705585923,4157.689435843525,392000
179990.61876911597,2089.947672548267,194700
150669.8505198549,1137.4576586751773,141000
541926.2265597455,10603.56832034669,755000
307586.8343770669,6585.447291659512,335000
108485.84471225845,1903.653854058237,108480
120556.10328063443,3492.5071319029103,141500
172461.56163039853,3541.081635427798,176000
95522.58529417384,1430.711766894126,89000
127975.83379273622,2262.8195577223246,123500
135214.3378348785,1781.2383434325964,138500
193027.67019387806,1990.6624661917751,196000
333554.450433703,6319.697068660908,312500
150293.0820254632,2481.8942244495297,140000
318914.08936976537,9800.268919550692,361919
146352.1343033481,3948.2099280987063,140000
208159.443417864,2269.6716208011085,213000
65945.18896106703,2832.557310513185,55000
267401.1574921117,7745.937503082553,302000
209536.02828169707,1789.7946520298228,254000
181068.4737388972,4353.169358223284,179540
118959.92428220576,2468.509172776336,109900
87142.00719791677,1609.445032006782,52000
95286.04924544875,4253.336651460645,102776
199187.1201748658,8154.150391157565,189000
113196.22324535344,2611.6138950558934,129000
175912.67504412498,3356.1521157825,130500
146927.76344701456,893.8353749244499,165000
184468.31949261646,4181.790580226388,159500
164053.73934375207,1575.1677390647387,157000
